id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
40e36ed9-b29a-448d-bc91-846f5f8c1c9c,new_yolo8,yolov8x.pt,,2023-12-09 22:47:06,1488.107221364975,0.0546281898087356,0.0016926544612236,"12th Gen Intel(R) Core(TM) i5-12400F/1 device(s), TDP:165.0",NVIDIA GeForce RTX 3060 1 device(s),Windows,(NO),0
c219ffe0-9e8c-4475-b66d-2167b35b7d5e,new_yolo8,yolov8n.pt,,2023-12-10 12:30:58,494.687406539917,0.0081265620764076,0.0002518015259374,"12th Gen Intel(R) Core(TM) i5-12400F/1 device(s), TDP:165.0",NVIDIA GeForce RTX 3060 1 device(s),Windows,(NO),0
eb14b5d1-8ee4-468c-a857-981ea69c9547,new_yolo8,yolov8l.pt,,2023-12-10 12:47:00,1008.73006772995,0.0349330560311456,0.001082400741125,"12th Gen Intel(R) Core(TM) i5-12400F/1 device(s), TDP:165.0",NVIDIA GeForce RTX 3060 1 device(s),Windows,(NO),0
29ba20a8-cda7-4441-9248-0677f49cb471,new_yolo8,yolov8m.pt,,2023-12-10 13:06:28,713.5300452709198,0.0220864658728183,0.0006843491450692,"12th Gen Intel(R) Core(TM) i5-12400F/1 device(s), TDP:165.0",NVIDIA GeForce RTX 3060 1 device(s),Windows,(NO),0
88ce2d50-6e64-4a40-9c6b-10896399303a,new_yolo8,yolov8s.pt,N/A,2023-12-10 13:21:32,726.5412197113037,0.022351415232484677,0.0006925586009785377,"12th Gen Intel(R) Core(TM) i5-12400F/1 device(s), TDP:165.0",NVIDIA GeForce RTX 3060 1 device(s),Windows,(NO),0
